DIRECTORIO,CANT_HOG_COMPLETOS,SECUENCIA_ENCUESTA,SECUENCIA_P,ORDEN,P1070,P4005,P4015,P4567,P8520,P8520S1,P8520S1A1,P8520S3,P8520S4,P8520S4A1,P8520S5,P4065,P4065S1,P4065S2,P4065S3,P4065S4,P5661,P5661S1,P5661S2,P5661S3,P5661S4,P5661S5,P5661S6,P5661S7,P5661S9,P1891,P1891S1,P1891S2,P1891S3,P1891S4,P1891S5,FEX_C,CLASE
6008143,1,1,1,1,1,3,6,2, ,1,2,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,2,3,1, ,2,1,1,1,1,663,8.99046E+11
6008144,1,1,1,1,1,1,6,2, ,1,1,2,1,2,1, ,2,2,2,1, ,2,1,1,1,2,3,3,4, ,1,2,1,2,1,236,7.12004E+11
6008145,1,1,1,1,1,1,6,2, ,1,1,1,1,1,1, ,2,2,2,1, ,1,2,1,1,1,3,3,1, ,1,1,1,1,1,309,165314227
6008147,1,1,1,1,1,1,6,3, ,1,2,1,1,1,1, ,2,2,2,2, ,1,4,1,4,1,4,2,1, ,2,2,2,1,2,102,48615913739
6008149,1,1,1,1,1,2,6,3, ,1,1,1,1,1,1, ,2,2,2,2, ,1,4,1,4,1,4,4,4, ,2,1,2,1,2,102,48615913739
6008150,1,1,1,1,1,1,6,3, ,1,1,1,1,1,1, ,2,2,2,2, ,2,4,1,4,1,4,4,4, ,1,2,2,1,1,152,79126613437
6008151,1,1,1,1,1,1,4,3, ,1,1,1,1,1,1, ,2,2,2,2, ,3,4,2,4,1,4,4,4, ,2,1,2,2,1,178,8.93897E+11
6008152,1,1,1,1,1,1,6,2, ,1,1,1,1,1,1, ,2,2,2,1, ,1,4,2,4,2,4,4,4, ,1,1,2,2,1,176,3.74737E+11
6008153,1,1,1,1,1,1,4,2, ,1,1,1,1,1,1, ,2,2,2,2, ,1,2,1,2,1,1,1,1, ,2,1,2,2,2,308,5.12383E+11
6008154,1,1,1,1,1,1,6,3, ,2, ,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,3,3,1, ,1,1,1,1,1,234,90882991884
6008155,1,1,1,1,1,1,4,2, ,1,2,1,1,1,1, ,2,2,2,2, ,4,4,3,1,1,4,4,1, ,2,1,2,1,1,173,4.78565E+11
6008156,1,1,1,1,1,1,6,3, ,1,1,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,236,7.12004E+11
6008157,1,1,1,1,1,7,7,4, ,1,1,2,1,1,1, ,2,1,1,2, ,2,1,1,1,1,4,4,4, ,2,1,1,1,1,95,4.93481E+12
6008159,1,1,1,1,1,7,7,4, ,1,1,2,1,1,1, ,2,1,1,2, ,1,1,1,2,1,3,3,4, ,2,1,1,1,1,240,4.23942E+11
6008161,1,1,1,1,1,1,4,2, ,1,2,1,1,1,1, ,2,2,2,2, ,2,4,1,2,1,4,4,1, ,2,1,2,2,2,177,6.36513E+11
6008162,1,1,1,1,1,3,6,2, ,1,1,1,1,1,1, ,2,2,2,1, ,3,4,2,2,1,4,4,3, ,1,1,1,1,1,298,8.76061E+11
6008163,1,1,1,1,1,1,6,3, ,1,1,1,1,1,1, ,2,2,2,2, ,2,4,2,4,1,4,4,4, ,2,1,1,2,1,339,5.93066E+11
6008164,1,1,1,1,1,1,4,3, ,1,1,1,1,1,1, ,2,2,2,2, ,2,4,2,3,1,4,4,4, ,1,1,1,2,2,256,9.44435E+11
6008165,1,1,1,1,2,1,4,3, ,1,2,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,2,1, ,2,2,2,2,2,162,71317110967
6008167,1,1,1,1,1,1,4,4, ,1,2,1,1,1,1, ,2,2,2,2, ,1,2,1,1,1,1,2,1, ,1,1,1,2,1,195,8.95187E+11
6008168,1,1,1,1,1,1,6,4, ,1,9,1,1,1,1, ,2,2,2,2, ,4,2,1,1,1,3,4,1, ,1,1,2,2,1,212,2.38553E+11
6008169,1,1,1,1,1,1,6,1, ,1,2,1,1,1,1, ,2,2,2,2, ,1,4,1,1,1,1,4,1, ,1,1,2,2,2,181,2.42874E+11
6008170,1,1,1,1,1,1,6,2, ,1,2,1,1,1,1, ,2,2,2,1, ,3,4,1,1,1,1,2,1, ,2,2,2,2,2,132,9.26239E+11
6008183,1,1,1,1,1,1,6,3, ,1,1,2,1,1,1, ,2,2,1,2, ,3,4,1,2,1,1,4,4, ,1,2,1,1,1,217,3.88578E+11
6008185,1,1,1,1,1,6,6,4, ,1,2,1,1,1,1, ,2,2,2,1, ,3,2,1,1,1,1,2,1, ,2,2,2,2,2,210,9.76777E+11
6008186,1,1,1,1,2,1,4,1, ,1,3,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,504,5.51946E+11
6008190,1,1,1,1,2,1,4,1, ,1,2,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,549,9.98155E+11
6008191,1,1,1,1,1,1,6,4, ,1,2,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,2,2,1, ,2,1,1,2,2,531,4.66047E+11
6008192,1,1,1,1,1,1,4,4, ,1,3,1,1,3,1, ,2,2,2,2, ,2,3,1,1,2,1,1,1, ,2,2,2,2,2,551,2.53051E+11
6008193,1,1,1,1,1,1,4,1, ,1,3,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,1,2,2,2,2,533,2.79419E+11
6008196,1,1,1,1,1,6,6,4, ,1,9,1,1,2,1, ,2,2,2,2, ,1,2,1,2,1,2,2,1, ,2,2,2,2,2,238,2.7641E+11
6008197,1,1,1,1,2,1,6,1, ,1,1,1,1,2,1, ,2,2,2,2, ,1,1,1,4,1,4,3,1, ,2,2,2,2,2,195,5.03943E+11
6008198,1,1,1,1,1,3,6,2, ,1,1,1,1,2,1, ,1,2,1,2, ,1,3,2,2,1,1,3,1, ,1,1,1,2,1,102,7.23045E+11
6008200,1,1,1,1,1,1,4,1, ,1,3,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,4,1,1, ,2,2,2,2,2,666,5.7655E+11
6008201,1,1,1,1,1,1,6,3, ,1,2,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,1,2,2,245,9.86098E+11
6008203,1,1,1,1,1,1,6,3, ,1,1,1,1,3,1, ,2,2,2,1, ,1,1,1,1,1,2,2,1, ,1,1,2,2,1,135,5.47074E+11
6008204,1,1,1,1,1,3,6,3, ,1,1,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,102,7.23045E+11
6008207,1,1,1,1,1,1,6,5, ,1,3,1,1,3,1, ,2,2,2,2, ,1,3,1,1,1,1,2,1, ,1,1,1,2,2,672,8.61435E+11
6008208,1,1,1,1,1,1,4,3, ,1,2,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,4,4, ,2,1,2,2,2,165,7.80874E+11
6008209,1,1,1,1,1,1,6,2, ,1,2,1,1,3,1, ,2,2,2,2, ,1,1,1,4,1,1,2,4, ,2,1,2,2,2,163,1.4243E+11
6008210,1,1,1,1,1,1,6,3, ,1,2,1,1,3,1, ,1,2,2,2, ,1,2,1,1,1,1,4,4, ,2,1,1,1,1,262,8.27983E+11
6008211,1,1,1,1,1,1,6,1, ,1,2,1,1,3,1, ,2,2,2,2, ,1,2,1,4,1,1,3,4, ,2,1,2,2,2,299,1.75335E+11
6008212,1,1,1,1,1,1,4,1, ,1,3,1,1,3,1, ,2,2,2,2, ,1,3,1,2,1,1,1,1, ,2,2,2,2,2,614,33540943819
6008213,1,1,1,1,1,1,4,2, ,1,2,1,1,3,1, ,2,2,2,1, ,2,4,1,2,1,2,4,4, ,1,2,2,2,2,197,18983810484
6008214,1,1,1,1,1,1,4,2, ,1,2,1,1,3,1, ,2,2,2,2, ,2,3,1,2,1,2,3,4, ,1,1,2,2,2,102,7.23045E+11
6008215,1,1,1,1,2,1,4,1, ,1,2,1,1,3,1, ,2,2,2,2, ,2,1,1,4,1,1,2,4, ,2,2,2,2,2,212,4.07224E+11
6008216,1,1,1,1,2,1,4,2, ,1,2,1,1,3,1, ,2,2,2,1, ,1,4,1,4,1,1,1,4, ,2,2,2,2,2,235,6.37966E+11
6008218,1,1,1,1,1,1,4,1, ,1,2,1,1,3,1, ,2,2,2,2, ,3,4,2,2,2,1,4,4, ,2,2,2,2,2,197,18983810484
6008219,1,1,1,1,2,1,4,2, ,1,2,1,1,3,1, ,2,2,2,2, ,1,2,1,2,1,2,4,3, ,2,2,2,2,2,258,6.42555E+11
6008220,1,1,1,1,1,1,4,4, ,1,3,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,549,9.98155E+11
6008221,1,1,1,1,1,1,4,1, ,1,3,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,671,7.13884E+11
6008222,1,1,1,1,2,1,6,1, ,1,1,1,1,3,1, ,2,2,2,2, ,1,1,1,4,1,1,1,1, ,2,2,2,2,2,212,4.07224E+11
6008225,1,1,1,1,1,1,4,3, ,1,2,1,1,3,1, ,2,2,2,2, ,2,2,1,2,1,1,1,1, ,2,2,2,2,2,215,3.22537E+11
6008227,1,1,1,1,1,1,4,3, ,1,2,1,1,3,1, ,2,2,2,2, ,1,1,1,4,1,1,3,4, ,2,2,2,2,2,180,76188479045
6008228,1,1,1,1,1,1,4,3, ,1,2,1,1,3,1, ,2,2,2,2, ,1,3,1,1,1,2,2,1, ,2,2,2,2,2,299,1.75335E+11
6008229,1,1,1,1,1,1,4,3, ,1,2,1,1,3,1, ,2,2,2,2, ,1,4,1,4,1,1,2,4, ,1,1,2,2,1,217,5.55162E+11
6008230,1,1,1,1,1,1,4,1, ,1,3,1,1,3,1, ,2,2,2,2, ,4,4,1,4,3,4,3,1, ,2,2,2,2,2,619,1.70874E+11
6008231,1,1,1,1,1,1,4,3, ,1,2,1,1,3,1, ,2,2,2,2, ,1,2,1,2,1,2,3,2, ,1,2,2,2,2,133,8.04735E+11
6008232,1,1,1,1,1,1,4,2, ,1,1,1,1,2,1, ,2,2,2,2, ,1,2,1,1,1,1,2,1, ,2,2,2,2,2,205,6.83054E+11
6008233,1,1,1,1,1,1,6,2, ,1,1,1,1,2,1, ,2,2,2,2, ,1,1,2,1,1,1,2,1, ,1,1,1,1,1,235,6.37966E+11
6008234,1,1,1,1,1,1,4,2, ,1,5,1,1,3,1, ,2,2,2,2, ,1,2,1,1,1,1,1,1, ,1,2,2,2,2,359,4.74216E+11
6008235,1,1,1,1,1,1,4,2, ,1,3,1,1,3,1, ,2,2,2,2, ,1,2,1,1,1,1,2,1, ,1,2,2,2,2,544,8.60821E+11
6008236,1,1,1,1,2,1,4,1, ,1,2,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,441,31837005114
6008237,1,1,1,1,1,1,4,3, ,1,2,1,1,3,1, ,2,2,2,2, ,1,2,1,2,1,2,3,1, ,2,2,2,2,2,102,7.23045E+11
6008241,1,1,1,1,2,1,4,1, ,1,2,1,1,3,1, ,2,2,2,2, ,1,2,1,1,1,1,2,2, ,2,2,2,2,2,532,82041906332
6008242,1,1,1,1,2,1,4,2, ,1,3,1,1,3,1, ,2,2,2,2, ,1,1,1,4,1,1,1,1, ,2,2,2,2,2,563,34099075658
6008243,1,1,1,1,2,1,4,1, ,1,2,1,1,3,1, ,2,2,2,2, ,2,2,1,1,1,2,1,1, ,2,2,2,2,2,498,6.02696E+11
6008249,1,1,1,1,1,1,5,2, ,1,3,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,474,7.97716E+11
6008254,1,1,1,1,1,1,4,2, ,1,3,1,1,3,1, ,2,2,2,2, ,2,1,2,1,2,2,2,1, ,2,2,2,2,2,474,7.97716E+11
6008257,1,1,1,1,1,1,4,1, ,1,3,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,563,34099075658
6008260,1,1,1,1,1,1,4,3, ,1,2,1,1,3,1, ,2,2,2,2, ,1,1,1,1,2,2,3,1, ,2,2,2,2,2,689,5.80171E+11
6008261,1,1,1,1,1,1,6,4, ,1,1,1,1,3,1, ,2,2,2,2, ,2,2,2,1,2,2,2,1, ,2,2,2,2,2,645,1.02844E+11
6008262,1,1,1,1,1,1,6,3, ,1,1,1,1,3,1, ,1,2,2,2, ,2,2,2,1,1,1,4,1, ,2,1,2,2,2,696,73788365586
6008263,1,1,1,1,1,1,6,3, ,1,1,2,1,3,2, ,2,2,2,2, ,1,1,1,1,1,3,4,4, ,1,1,2,2,2,568,32610228203
6008264,1,1,1,1,1,1,6,4, ,1,1,2,1,3,1, ,2,2,2,2, ,2,2,1,1,1,1,1,1, ,2,1,2,2,2,430,2.7984E+11
6008265,1,1,1,1,1,5,5,4, ,1,1,2,1,3,1, ,2,2,2,2, ,2,2,2,1,2,2,2,1, ,2,2,2,2,2,583,4.31819E+11
6008266,1,1,1,1,1,1,4,3, ,1,1,2,1,3,1, ,2,2,2,2, ,1,2,2,2,1,2,3,4, ,2,2,2,2,2,437,3.96544E+11
6008267,1,1,1,1,2,1,4,1, ,1,1,2,1,3,1, ,2,2,2,2, ,2,2,2,1,2,2,2,1, ,2,2,2,2,2,495,8.54789E+11
6008268,1,1,1,1,2,1,6,4, ,1,1,2,1,3,1, ,2,2,2,2, ,3,3,2,3,1,3,4,3, ,2,1,2,2,1,432,8.78247E+11
6008269,1,1,1,1,2,1,4,1, ,1,1,1,1,3,1, ,2,2,2,2, ,1,1,1,4,1,2,2,1, ,2,2,2,2,2,551,2.38016E+11
6008270,1,1,1,1,2,1,4,1, ,1,1,2,1,3,1, ,2,2,2,2, ,2,3,2,3,2,2,2,1, ,2,2,2,2,2,376,8.23057E+11
6008271,1,1,1,1,2,1,6,4, ,1,1,2,1,3,1, ,2,2,2,2, ,4,4,2,3,1,2,4,3, ,2,1,2,2,2,379,99628796621
6008273,1,1,1,1,2,1,6,1, ,1,1,1,1,3,1, ,2,2,2,2, ,1,2,2,2,1,1,3,2, ,2,2,2,2,2,360,5.01154E+11
6008274,1,1,1,1,1,1,6,3, ,1,1,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,2,1, ,2,1,2,2,2,696,73788365586
6008275,1,1,1,1,1,1,4,1, ,1,1,1,1,3,1, ,2,2,2,2, ,1,2,2,1,2,2,2,1, ,2,2,2,2,2,637,3.66442E+11
6008277,1,1,1,1,1,1,4,1, ,1,1,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,2,2,1, ,1,2,2,2,2,694,4.80825E+11
6008278,1,1,1,1,1,1,4,1, ,1,1,1,1,3,1, ,2,2,2,2, ,1,2,1,1,1,1,3,1, ,1,2,2,2,2,685,2.62316E+11
6008279,1,1,1,1,1,1,4,1, ,1,1,1,1,3,1, ,2,2,2,2, ,2,2,2,1,2,2,2,2, ,2,2,2,2,2,618,9.85318E+11
6008280,1,1,1,1,1,1,6,4, ,1,1,1,1,3,1, ,1,2,2,2, ,2,1,2,1,1,2,4,1, ,2,1,2,2,2,456,1.45688E+11
6008281,1,1,1,1,1,1,6,1, ,1,1,1,1,3,1, ,2,2,2,2, ,2,2,2,1,2,2,2,1, ,2,2,2,2,2,637,1.11837E+11
6008282,1,1,1,1,1,1,6,4, ,1,1,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,1,1,2,2,2,526,6.49745E+11
6008290,1,1,1,1,2,1,4,3, ,1,2,1,1,3,1, ,2,2,2,2, ,2,2,2,1,1,2,2,1, ,1,2,1,2,2,396,1.06689E+11
6008291,1,1,1,1,1,1,4,3, ,1,2,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,1,1,2,2,2,253,1.99014E+11
6008292,1,1,1,1,2,1,4,3, ,1,1,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,1,1,2,2,2,373,4.73422E+11
6008294,1,1,1,1,2,1,4,3, ,1,2,1,1,3,1, ,2,2,2,2, ,1,1,2,2,1,1,1,1, ,1,2,2,2,2,373,4.73422E+11
6008295,1,1,1,1,1,1,4,3, ,1,2,1,1,3,1, ,2,2,2,2, ,1,1,1,2,1,2,2,2, ,1,1,1,1,1,373,4.73422E+11
6008296,1,1,1,1,1,1,4,1, ,1,2,1,1,3,1, ,2,2,2,1, ,2,2,1,1,1,1,1,1, ,1,2,2,2,2,253,1.99014E+11
6008297,1,1,1,1,1,1,6,3, ,1,1,1,1,3,1, ,2,2,2,2, ,2,2,2,2,2,2,2,2, ,1,1,1,2,2,559,2.33216E+11
6008298,1,1,1,1,1,1,6,3, ,1,1,1,1,2,1, ,2,2,2,2, ,2,2,1,1,1,3,2,2, ,1,1,1,1,1,270,9.75421E+11
6008299,1,1,1,1,2,1,6,3, ,1,1,1,1,2,1, ,2,2,2,2, ,1,3,3,3,1,2,2,3, ,1,1,1,2,2,668,8.93357E+11
6008300,1,1,1,1,2,1,4,3, ,1,1,1,1,2,1, ,2,2,2,2, ,1,2,1,2,1,1,1,1, ,1,1,1,1,2,371,76955492796
6008301,1,1,1,1,1,1,6,3, ,1,1,1,1,2,1, ,2,2,2,2, ,2,3,2,3,1,2,2,3, ,2,2,2,2,2,894,4.23728E+11
6008302,1,1,1,1,2,1,6,3, ,1,1,1,1,3,1, ,2,2,2,2, ,2,2,2,2,1,1,1,1, ,1,1,1,1,1,376,9.78897E+11
6008303,1,1,1,1,2,1,6,3, ,1,1,1,1,2,1, ,2,2,2,2, ,1,3,2,3,1,1,1,3, ,1,1,1,1,2,772,81450028853
6008304,1,1,1,1,1,1,4,3, ,1,2,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,285,9.42293E+11
6008315,1,1,1,1,2,1,4,1, ,1,4,1,1,3,1, ,2,2,2,2, ,4,1,1,1,1,1,1,1, ,2,2,2,2,2,866,10375028304
6008316,1,1,1,1,1,1,4,4, ,1,1,1,1,2,1, ,2,2,2,2, ,2,1,2,1,1,2,4,1, ,2,1,1,1,1,282,49812990162
6008317,1,1,1,1,1,1,4,4, ,1,1,1,1,2,1, ,1,2,2,2, ,4,1,2,2,1,2,3,1, ,1,1,1,1,1,295,8.74276E+11
6008318,1,1,1,1,1,1,4,1, ,1,1,1,1,2,1, ,2,2,2,2, ,2,1,1,1,1,1,2,1, ,2,2,2,2,2,356,2.64147E+11
6008319,1,1,1,1,1,1,6,2, ,1,1,1,1,2,1, ,2,2,2,2, ,2,1,1,1,1,1,2,1, ,1,1,2,2,1,277,1.37002E+11
6008320,1,1,1,1,1,1,4,1, ,1,1,1,1,2,1, ,2,2,2,2, ,1,1,2,1,1,1,2,1, ,2,2,2,2,2,314,1.74073E+11
6008321,1,1,1,1,1,1,6,2, ,1,1,1,1,2,1, ,2,2,2,2, ,3,1,1,1,2,1,2,1, ,1,2,2,2,1,210,6.91448E+11
6008324,1,1,1,1,1,1,6,1, ,1,1,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,2,1, ,2,2,1,2,2,569,9.85968E+11
6008325,1,1,1,1,1,1,4,1, ,1,1,1,1,2,1, ,1,2,2,2, ,2,1,1,1,1,1,1,1, ,2,2,2,2,2,309,6.34994E+11
6008326,1,1,1,1,1,1,4,5, ,1,1,1,1,2,1, ,2,2,2,2, ,3,1,2,1,1,1,2,1, ,2,2,2,2,2,297,9.80872E+11
6008327,1,1,1,1,1,1,4,1, ,1,1,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,390,9.90209E+11
6008328,1,1,1,1,1,1,4,1, ,1,1,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,303,6.58668E+11
6008329,1,1,1,1,1,2,6,3, ,1,1,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,2,1, ,1,2,2,1,2,325,1.17736E+11
6008330,1,1,1,1,1,1,6,1, ,1,1,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,1,2,2,2,2,377,7.23215E+11
6008331,1,1,1,1,1,2,6,2, ,1,1,1,1,1,1, ,2,2,2,2, ,2,2,1,1,1,2,2,2, ,2,1,1,1,1,651,2.13634E+11
6008332,1,1,1,1,1,1,4,1, ,1,1,1,1,1,1, ,2,2,2,2, ,2,1,2,1,2,2,2,2, ,1,1,1,2,2,514,2.18643E+11
6008333,1,1,1,1,1,1,4,1, ,1,1,1,1,1,1, ,2,2,2,2, ,3,1,1,1,1,1,2,2, ,1,1,2,2,1,371,2.37552E+11
6008334,1,1,1,1,1,2,6,3, ,1,1,1,1,1,1, ,2,2,2,2, ,2,1,1,1,1,2,2,1, ,1,2,1,2,2,305,7.61876E+11
6008335,1,1,1,1,1,1,4,1, ,1,1,1,1,1,1, ,2,2,2,2, ,3,1,1,1,1,1,2,1, ,1,2,1,2,2,514,2.18643E+11
6008336,1,1,1,1,2,1,5,1, ,1,1,1,1,1,1, ,2,2,2,2, ,2,1,1,1,1,1,1,1, ,1,1,2,1,1,377,2.51088E+11
6008337,1,1,1,1,1,1,4,1, ,1,1,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,2,1, ,2,2,2,2,2,2682,69857685617
6008338,1,1,1,1,2,1,4,1, ,1,1,1,1,1,1, ,2,2,2,2, ,4,2,1,1,1,3,1,1, ,2,2,2,1,2,377,2.51088E+11
6008339,1,1,1,1,1,1,6,1, ,1,1,1,1,1,1, ,2,2,2,2, ,2,1,1,1,1,2,2,1, ,2,1,2,2,2,651,2.13634E+11
6008340,1,1,1,1,1,1,6,3, ,1,1,1,1,2,1, ,2,2,2,2, ,1,1,2,1,1,2,2,1, ,2,1,2,2,1,325,1.17736E+11
6008341,1,1,1,1,1,1,4,1, ,1,1,1,2, ,1, ,2,2,2,2, ,1,1,1,1,1,2,2,1, ,2,2,1,2,2,211,41786792029
6008342,1,1,1,1,2,1,6,1, ,1,1,1,1,2,1, ,2,2,2,1, ,2,3,1,2,1,1,2,1, ,2,2,2,2,2,670,6.74644E+11
6008343,1,1,1,1,1,2,6,2, ,1,1,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,2,2,1, ,2,2,1,1,1,663,3.66897E+11
6008344,1,1,1,1,1,2,5,2, ,1,1,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,2,1,1, ,1,2,1,2,1,1222,3643038494
6008345,1,1,1,1,1,2,5,2, ,1,1,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,2,1,1, ,2,1,2,1,1,973,33371737406
6008346,1,1,1,1,1,2,5,2, ,1,1,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,2,1,1, ,2,1,1,1,1,377,2.51088E+11
6008347,1,1,1,1,1,2,6,2, ,1,1,1,2, ,1, ,2,2,2,2, ,2,1,2,1,1,2,2,1, ,2,2,1,1,1,211,41786792029
6008348,1,1,1,1,1,2,4,2, ,1,1,1,2, ,1, ,2,2,2,2, ,1,1,1,1,1,2,2,1, ,2,2,1,1,1,651,2.13634E+11
6008351,1,1,1,1,1,2,6,2, ,1,1,1,1,2,1, ,2,2,2,2, ,1,2,1,1,1,2,2,1, ,2,2,1,1,1,1210,47372150598
6008352,1,1,1,1,1,1,4,4, ,1,1,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,2,1, ,2,2,2,2,2,325,1.17736E+11
6008353,1,1,1,1,1,1,4,1, ,1,1,1,1,2,1, ,1,2,2,2, ,3,2,1,1,1,1,2,1, ,1,1,2,2,2,226,25354574577
6008354,1,1,1,1,1,1,4,4, ,1,1,1,1,3,1, ,2,2,2,2, ,1,3,1,2,1,4,2,1, ,2,1,2,2,2,464,36012400668
6008355,1,1,1,1,2,1,4,1, ,1,1,1,1,3,1, ,1,2,2,2, ,2,2,2,2,1,2,4,1, ,1,2,1,2,2,563,8.52325E+11
6008356,1,1,1,1,1,1,6,4, ,1,1,1,1,3,1, ,2,2,2,1, ,1,1,1,1,1,2,2,1, ,1,1,1,1,1,509,2.51853E+11
6008357,1,1,1,1,2,1,4,1, ,1,1,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,2,4,1, ,2,2,2,2,2,473,7.82908E+11
6008358,1,1,1,1,2,1,4,1, ,1,1,1,1,3,1, ,2,2,2,1, ,1,1,1,1,1,4,2,1, ,2,2,2,2,2,483,6.60969E+11
6008359,1,1,1,1,2,1,6,4, ,1,1,1,1,3,1, ,2,2,2,2, ,3,1,1,2,1,2,3,1, ,2,2,2,2,2,573,7.30386E+11
6008360,1,1,1,1,2,1,6,4, ,1,1,1,1,3,1, ,2,2,2,2, ,1,1,2,2,1,3,2,1, ,1,1,2,2,2,672,6.61025E+11
6008361,1,1,1,1,2,1,6,4, ,1,1,1,1,3,1, ,2,2,2,1, ,1,1,4,2,1,4,4,1, ,1,1,1,2,1,428,5.67068E+11
6008362,1,1,1,1,3,1,6,4, ,1,1,2,1,2,1, ,2,2,2,2, ,4,1,1,1,1,1,2,1, ,1,1,2,2,1,292,34535820903
6008363,1,1,1,1,1,1,4,4, ,1,1,2,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,2,1, ,1,2,1,2,2,627,8.90961E+11
6008364,1,1,1,1,3,1,6,4, ,1,1,2,1,2,1, ,2,2,2,2, ,4,1,1,1,1,1,2,1, ,1,1,2,2,1,292,34535820903
6008365,1,1,1,1,1,1,4,3, ,1,1,2,1,2,1, ,2,2,2,2, ,1,1,2,1,1,1,2,1, ,2,2,2,2,2,361,3.16104E+11
6008366,1,1,1,1,1,1,6,4, ,1,1,2,1,2,1, ,2,2,2,2, ,2,2,1,1,1,1,1,1, ,1,1,1,1,1,292,34535820903
6008367,1,1,1,1,3,1,6,4, ,1,1,2,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,2,1, ,1,2,2,2,2,622,6.39047E+11
6008368,1,1,1,1,1,1,4,4, ,1,1,2,1,2,1, ,2,2,2,2, ,1,1,2,1,1,2,2,1, ,2,2,2,2,2,2180,51650743352
6008369,1,1,1,1,3,1,6,4, ,1,1,2,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,2,1, ,2,2,2,2,2,202,1.41068E+11
6008370,1,1,1,1,1,1,6,4, ,1,1,2,2, ,1, ,2,2,2,2, ,1,1,1,1,1,3,3,1, ,2,2,2,2,2,734,5.75825E+11
6008371,1,1,1,1,1,1,4,4, ,1,1,2,2, ,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,1,2,2,2,1168,72820987745
6008372,1,1,1,1,1,1,4,4, ,1,1,2,2, ,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,1,2,2,2,912,1.02867E+11
6008373,1,1,1,1,1,8,6,4, ,1,1,2,2, ,1, ,2,2,2,2, ,1,1,1,1,1,2,2,1, ,2,2,2,2,2,622,6.39047E+11
6008374,1,1,1,1,1,5,6,4, ,1,1,2,2, ,1, ,2,2,2,2, ,1,1,1,1,1,1,4,1, ,2,2,2,2,2,292,1.82052E+11
6008375,1,1,1,1,1,1,6,4, ,1,1,2,2, ,1, ,2,2,2,2, ,1,1,1,1,1,1,3,1, ,2,1,2,2,1,491,6.55256E+11
6008376,1,1,1,1,1,1,6,4, ,1,1,2,2, ,1, ,2,2,2,2, ,2,1,2,1,1,4,2,1, ,2,1,2,2,2,324,5.3457E+11
6008377,1,1,1,1,2,1,6,1, ,1,1,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,2,1, ,2,2,2,2,2,627,8.90961E+11
